2.845406308051466215e+00,3.331523468322612036e+00,-5.376852611221252243e-01,-1.988150898530996746e-01,-1.008288030891827114e-01,-5.176312671208146421e-01,1.141927893607080635e-01,2.693811943490896366e-01,5.411340908813960099e-02,5.746980116323272547e+00,-6.733501506678826187e-01,-3.143974169067065283e+00,0.000000000000000000e+00
-3.277736638793740109e-01,-4.378013966482185437e-01,-6.522320421400031876e-01,-6.198606585900426902e-01,-4.175101901028756557e-01,-5.981505554015281723e-01,-4.202344506029253024e-01,-7.326202099378893440e-01,-3.256688871378485284e-01,5.231249894732279415e+00,-6.729491692773359457e-01,-3.143984160270933970e+00,0.000000000000000000e+00
1.146818688593904012e+00,1.063263972255836354e+00,-5.058339110758331980e-01,-1.537034208397823065e-01,3.027755461309432627e-01,-4.371119788401011119e-01,-1.520623241936433223e-01,-3.598919126685724557e-01,-5.497426833097433102e-02,2.501849485165100084e+00,-6.741621379837398065e-01,-3.143974169067065283e+00,0.000000000000000000e+00
5.121886695394181066e-01,1.697036935497675980e+00,-5.762811320390427428e-01,1.109443259208989119e+00,7.622724661427559001e-01,-5.176312671208146421e-01,-4.202344506029253024e-01,3.204870052929948976e+00,6.057825244227854178e+00,2.564331504165762166e-01,-6.802169569809959349e-01,-3.143934204251590980e+00,0.000000000000000000e+00
6.428492556515382761e-01,1.863830839545841611e+00,-3.582149616938346548e-01,-3.391669373780614727e-01,-2.809027283479758608e-01,-4.371119788401011119e-01,-3.053035392846616403e-01,-8.879044789244706914e-02,-4.323230855580354470e-01,4.556838823231148083e+00,-6.749641007648333746e-01,-3.143964177863196596e+00,0.000000000000000000e+00
8.287104707696466011e-02,-2.043018961102020248e-01,-6.473387621611665921e-01,-1.887913827210227491e-01,-2.809027283479758608e-01,-4.371119788401011119e-01,-3.904842573031023362e-02,4.654214722867027199e-01,1.282846521824849984e-01,1.279962045300635065e+00,-6.753751066901438893e-01,-3.143964177863196596e+00,0.000000000000000000e+00
-1.971130777672538137e-01,-2.710174635412323507e-01,-2.608196773706926153e-01,5.380221358150073518e-01,2.779432611580633927e-01,-2.760734022786740516e-01,-3.819241468301707298e-01,5.844799868486223460e+00,9.639278014349532242e+00,1.557656026840954500e+00,-6.745631193742867016e-01,-3.143974169067065283e+00,0.000000000000000000e+00
-2.531118945133248310e-01,-3.377230600310833220e-01,-5.052235019169190045e-01,-6.349012062071291984e-01,-4.361443686338890013e-01,-5.981505554015281723e-01,-3.819241468301707298e-01,-8.062427157029627978e-01,-3.496446392420311522e-01,3.826876983273577171e+00,-6.725481878867891616e-01,-3.143984160270933970e+00,0.000000000000000000e+00
3.628651308073196913e-01,1.430184636714734170e+00,-7.667788231578811509e-01,-8.504358441416393077e-01,-6.845170423694553197e-01,-6.786698436822417024e-01,-4.968550581484344475e-01,-8.035751612126283971e-01,-5.790299547146605663e-01,2.795416540091589130e+00,-6.721371819614786469e-01,-3.143984160270933970e+00,0.000000000000000000e+00
1.202069112030575149e-01,3.294126723968613391e-01,2.402125227671682989e-02,1.054307883063594797e+00,1.910103341502768226e-01,-5.176312671208146421e-01,-1.137520204208887498e-01,1.828731642822577719e+00,3.500697586986496468e+00,6.318261106370704816e+00,-6.761770694712373464e-01,-3.143964177863196596e+00,0.000000000000000000e+00
-1.971130777672538137e-01,-2.376546943551275104e-01,-4.696996902096186033e-01,-3.291432302459845194e-01,-3.119530493654291137e-01,-6.786698436822417024e-01,-4.968550581484344475e-01,1.821311817494985219e-01,-3.349639790517829341e-01,2.660530335075238284e+00,-6.729491692773359457e-01,-3.143984160270933970e+00,0.000000000000000000e+00
1.146818688593904012e+00,3.264817871832760954e+00,-6.920487313747490932e-01,-4.945493586821674836e-01,-4.671847248499889083e-01,-6.786698436822417024e-01,-4.968550581484344475e-01,-7.435401989189213134e-01,-4.151690532705170633e-01,1.748083023523431923e+00,-6.745631193742867016e-01,-3.143974169067065283e+00,0.000000000000000000e+00
